index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
3765,XXX hard coding dropout,Yes,Yes,y
3766,XXX allow l2_loss on final layers.,Yes,Yes,y
3767,this hacky workaround).  Furthermore; needing to rebuild the network here; before,Yes,Yes,y
3768,ZZZ XXX hack in for now,Yes,Yes,y
3769,XXX move to TrainNNConfig; not part of model,Yes,Yes,y
3770,samples; and 90% will be skipped using n iterations.  XXX this idea is adopted from KataGo and is NOT a full implementation of the idea there.,No,No,y
3771,This is just the simplest way to introduce concept without changing much code.,Yes,Yes,y
3772,XXX Need to check isn't smaller than would of been normally.,Yes,Yes,y
3773,XXX whole thing needs a rewrite...,Yes,Yes,y
3774,XXX Need to check isn't smaller than would of been normally.,Yes,Yes,y
3775,XXX residual network type,No,Yes,y
3776,XXX remove this (only default),Yes,No,y
3777,XXX rename to replay_buckets,Yes,No,y
3778,Note: lease this at 1.  XXX Remove this?  Not sure how useful it is.,Yes,No,y
3779,XXX remove this (only default),Yes,No,y
3780,XXX captures How?,No,Yes,y
3781,XXX move = move[lead_role_index],No,Yes,y
3782,XXX rename to match_depth on gm,Yes,No,y
3783,for now XXX; should allow any number of players,Yes,Yes,y
3784,hexgui does do swap like LG.   This is a (double) hack.,Yes,Yes,y
3785,for transpositons off XXX hack,Yes,Yes,y
3786,XXX ADD support for ZZZ,No,Yes,y
3787,-1 off.  XXX Currently unsupported?,No,Yes,y
3788,-1 off.  XXX Currently unsupported?,No,Yes,y
3789,XXX evals_per_move is called playouts_per_iteration below; need to fix this remnant.  In,Yes,Yes,y
3790,temperature for policy (XXX remove this; I have never used it),No,No,y
3791,XXX better name would be replay_sample_buckets,Yes,No,y
3792,XXX these look terrible monkey patching hacks :(,Yes,Yes,y
3793,define number of feature columns,No,Yes,y
3794,add columns with contig_id,No,Yes,y
3795,add columns with contig_id,No,Yes,y
3796,define number of feature columns,No,Yes,y
3797,TODO: mean,Yes,Yes,n
3798,tf.minimum(tf.to_float(self.global_step % 20000) \/ 15000.; 1.) #TODO,Yes,Yes,y
3799,TODO: adv region,Yes,Yes,y
3800,All columns are categorical. Convert to 1 hot encoding.,Yes,Yes,y
3801,All columns are either quantitative or already converted to 1 hot.,No,Yes,y
3802,TODO: Simplify computation,Yes,No,y
3803,10 #TODO,Yes,Yes,n
3804,if inputFile ends in .jsonl; run jsonCleaner,No,No,y
3805,elif inputFile ends in .txt; run textCleaner,No,Yes,y
3806,fix the learning rate; no decay,Yes,Yes,y
3807,fix the learning rate; no decay,Yes,Yes,y
3809,What is needed: The domain; the restricted domain (what is the longest URL that every post has in common); the element that has the text,No,No,y
3810,What is needed: The domain; the restricted domain (what is the longest URL that every post has in common); the element that has the text,No,No,y
3811,If true; `todo` and `todoList` produce output; else they produce nothing.,No,Yes,y
3812,input sentence ends in EOS; the last word idx is not included in,No,No,y
3813,TODO: speed up the following loop,Yes,No,y
3814,TODO should max_tokens be used independently for each batch like this?,Yes,Yes,y
3815,TODO make it configurable whether to use max() or sum() here,Yes,No,y
3816,*past_target* is rotated left by 2 (left-padded as needed),No,Yes,y
3817,This achieves the best performance.,No,Yes,y
3818,todo: try with input_embed_dim,Yes,Yes,y
3819,TODO make bias configurable,Yes,Yes,y
3820,todo: try with input_embed_dim,Yes,Yes,y
3821,recompute\/expand embeddings if needed,No,No,y
3822,move extra_state into sub-dictionary,No,No,y
3823,move best_loss into lr_scheduler_state,No,Yes,y
3824,TODO: Very rare cases where the replacement is '<eos>' should be handled gracefully,Yes,Yes,y
3825,todo: change all encode_line,Yes,No,y
3826,todo: layer norm,Yes,Yes,y
3827,todo: not support copy,Yes,No,y
3828,todo: \u76EE\u524D\u4F20\u4E0D\u51FA\u53BB,No,No,y
3829,fix neg loss bug,Yes,Yes,y
3830,The convention in BERT is:,No,No,y
3831,"We \""pool\"" the model by simply taking the hidden state corresponding",No,Yes,y
3832,workaround for tf,Yes,No,y
3833,for columnName in df.columns:,No,Yes,y
3834,If true; `todo` and `todoList` produce output; else they produce nothing.,No,Yes,y
3835,NB: This is a temporary hack while we still don't have Tensor,Yes,Yes,y
3836,hack to handle LSTM,Yes,Yes,y
3837,better than pop()?,No,No,y
3838,if vq sign miss or line ends; vP is terminated,No,Yes,y
3839,if dq sign miss or line ends; dP is terminated,No,No,y
3840,n_P is _P counter to sync Fork_ with _P_; better than len(P_) - len(_P_)?,No,Yes,y
3841,vP tuple; vars maybe re-assigned to dP tuple?,Yes,No,y
3842,vP tuple; vars maybe re-assigned to dP tuple?,Yes,No,y
3843,after refactoring; deque is not needed for comp and ycomp - iterator reads both t; _t in the for loop,Yes,Yes,y
3844,straight traversal for both lists - now pop or popleft are not needed,No,Yes,y
3845,better than pop()?,No,No,y
3846,level ends; olp term; vP term; dP term; no init; inclusion per incomplete lateral fd and fm:,No,Yes,y
3847,better than pop()?,No,No,y
3848,init before scan_P_; unused Olp?,Yes,Yes,y
3849,line ends; vP and dP term; no init; inclusion with incomplete lateral fd and fm:,No,Yes,y
3850,line ends; vP and dP are terminated after inclusion of quad with incomplete lateral fd and fm:,No,No,y
3851,frame ends; last vertical rng of incomplete t2__ is discarded;,No,Yes,y
3852,line ends; last rng of incomplete tuples is discarded,No,No,y
3853,higher line ends,No,No,y
3854,frame ends; last vertical rng of incomplete t2__ is discarded;,No,Yes,y
3855,frame ends; last vertical rng of incomplete t2__ is discarded;,No,Yes,y
3856,''' || # read image as 2d-array of pixels (gray scale):  || # Todor: It's not guaranteed that it's gray scale; it's better to be more general. astype is superfluous. || # Todor: astype(float) is needed when doing summation and transparency operations over images; when there would be overflow or underflow otherwise; || #        when this kind of operations are over; it's converted back to 8-bit per channel. || # || image = cv2.imread(arguments['image']; 0).astype(int) || Y; X = image.shape  # image height and width || ''',Yes,Yes,n
3857,''' || # read image as 2d-array of pixels (gray scale):  || # Todor: It's not guaranteed that it's gray scale; it's better to be more general. astype is superfluous. || # Todor: astype(float) is needed when doing summation and transparency operations over images; when there would be overflow or underflow otherwise; || #        when this kind of operations are over; it's converted back to 8-bit per channel. || # || image = cv2.imread(arguments['image']; 0).astype(int) || Y; X = image.shape  # image height and width || ''',Yes,Yes,n
3858,''' || # read image as 2d-array of pixels (gray scale):  || # Todor: It's not guaranteed that it's gray scale; it's better to be more general. astype is superfluous. || # Todor: astype(float) is needed when doing summation and transparency operations over images; when there would be overflow or underflow otherwise; || #        when this kind of operations are over; it's converted back to 8-bit per channel. || # || image = cv2.imread(arguments['image']; 0).astype(int) ||  || # or load the same image online; without cv2: || # from scipy import misc || # image = misc.face(gray=True)  # load pix-mapped image || # image = image.astype(int) ||  || Y; X = image.shape  # image height and width || ''',Yes,Yes,n
3859,''' || # read image as 2d-array of pixels (gray scale):  || # Todor: It's not guaranteed that it's gray scale; it's better to be more general. astype is superfluous. || # Todor: astype(float) is needed when doing summation and transparency operations over images; when there would be overflow or underflow otherwise; || #        when this kind of operations are over; it's converted back to 8-bit per channel. || # || image = cv2.imread(arguments['image']; 0).astype(int) ||  || # or load the same image online; without cv2: || # from scipy import misc || # image = misc.face(gray=True)  # load pix-mapped image || # image = image.astype(int) ||  || Y; X = image.shape  # image height and width || ''',Yes,Yes,n
3860,line ends; last incomplete P is buffered or scanned:,No,No,y
3861,higher line ends; all hPs converted to seg,No,No,y
3862,x-1: ends with prior p,No,Yes,y
3863,or no return needed?  no return term_seg[5] = fork_: no roots to ref,No,Yes,y
3864,x-1: ends with prior p,No,Yes,y
3865,higher line ends; all hPs are converted to seg,No,No,y
3866,no term_seg return needed?  no return term_seg[5] = fork_: no roots to ref,No,Yes,y
3867,frame ends; last vertical rng of incomplete ders2__ is discarded;,No,Yes,y
3868,line ends; last rng of incomplete ders is discarded,No,No,y
3869,higher line ends; all hPs are converted to segments,No,No,y
3870,higher line ends; all hPs are converted to segments,No,No,y
3871,frame ends; last vertical rng of incomplete ders2__ is discarded;,No,Yes,y
3872,>|< 1; linear mean long D \/ seg height; fine structure; more accurate for rescan value than height \/ width,No,Yes,y
3873,higher line ends; all hPs are converted to segments,No,No,y
3874,frame ends; last vertical rng of incomplete ders2__ is discarded;,No,Yes,y
3875,>|< 1; linear mean long D \/ seg height; fine structure; more accurate for rescan value than height \/ width,No,Yes,y
3876,added alt abs sum between Ps only; not needed for most blobs?,No,Yes,y
3877,higher line ends; all hPs are converted to segments,No,No,y
3878,frame ends; last vertical rng of incomplete rng_der2__ is discarded;,No,Yes,y
3879,higher line ends; all hPs are converted to segments,No,No,y
3880,frame ends; last vertical rng of incomplete rng_der2__ is discarded;,No,Yes,y
3881,higher line ends; all hPs are converted to segments,No,No,y
3882,frame ends; last vertical rng of incomplete rng_ders2__ is discarded;,No,Yes,y
3883,max P match; or abs_Dx; abs_Dy: more accurate but not needed for most blobs?,No,No,y
3884,higher line ends; all hPs are converted to segments,No,No,y
3885,frame ends; last vertical rng of incomplete rng_der2__ is discarded;,No,Yes,y
3886,max P match; also abs_Dx; abs_Dy: more accurate but not needed for most blobs?,Yes,No,y
3887,higher line ends; all haPs are converted to segments,No,No,y
3888,max P match -> PP_; also abs_Dx; abs_Dy: more accurate but not needed for most blobs?,No,No,y
3889,higher line ends; all hPs are converted to segments,No,No,y
3890,frame ends; merge segs of last line into their blobs:,No,Yes,y
3891,P ends; complete boundaries with x_end and y,No,No,y
3892,frame ends; merge segs of last line into their blobs,No,Yes,y
3893,frame ends; merge segs of last line into their blobs:,No,Yes,y
3894,first term is proj P match; abs_Dx and abs_Dy: more accurate but not needed for most blobs?,Yes,No,y
3895,higher line ends; all haPs are converted to segments,No,No,y
3896,frame ends; merge segs of last line into their blobs:,No,Yes,y
3897,first term is proj P match; + abs_Dx and abs_Dy: more accurate but not needed for most blobs?,No,No,y
3898,sub_blob ends; merge segs of last line into their blobs:,No,Yes,y
3899,frame ends; merge segs of last line into their blobs,No,Yes,y
3900,first and last rng columns are discarded,No,Yes,y
3901,move to frame_blobs?,No,Yes,y
3902,lateral comp between columns -> dx; (1:-1): first and last row are discarded,No,Yes,y
3903,dert__ = frame[-1][y0:yn; x0:xn; :]  # not needed?,Yes,Yes,y
3904,not needed?,No,Yes,y
3905,first and last columns are discarded,No,Yes,y
3906,dert__ = frame[-1][y0:yn; x0:xn; :]  # not needed?,Yes,Yes,y
3907,dert__ = frame[-1][y0:yn; x0:xn; :]  # not needed?,Yes,Yes,y
3908,first and last columns are discarded,No,Yes,y
3909,by convention; comparand's vertical coordinate is always smaller than that of the main comparand (yd > 0),No,Yes,y
3910,comparison may include more than 2 directions: vertical; horizontal. So coefficients are needed to decompose di,No,Yes,y
3911,by convention; comparand's vertical coordinate is always smaller than that of the main comparand (yd > 0),No,Yes,y
3912,lateral comp between columns -> dx; (1:-1): first and last row are discarded,No,Yes,y
3913,rdn is not needed for comp_angle?,Yes,No,y
3914,rdn is not needed for comp_angle?,Yes,No,y
3915,i_dert and unused d_dert,No,No,y
3916,last term: len(sample_derts); could be better,Yes,Yes,y
3917,i_dert and unused d_dert,Yes,No,y
3918,frame ends; last-line segs are merged into their blobs,No,Yes,y
3919,frame ends; last-line segs are merged into their blobs,No,Yes,y
3920,update as needed,No,Yes,y
3921,TODO: add root_fork initialization; as in line 353,Yes,Yes,y
3922,not needed?,Yes,Yes,y
3923,TODO: add root_fork initialization; as in line 353,Yes,Yes,y
3924,I is iG; filters maybe specific for a_fork and hLe blob?,No,No,y
3925,filter maybe specific for a_fork and hLe blob?,Yes,No,y
3926,fork_eval(angle)?: nI=G; filters maybe specific for a_fork and hLe blob?,No,Yes,y
3927,filter maybe specific for a_fork and hLe blob?,No,No,y
3928,filter maybe specific for afork and hLe blob?,No,No,y
3929,a+ fork; crit = 1(G) | 6(Ga); filter maybe specific for a+ and hLe blob?,No,No,y
3930,''' || Angle is external or positional parameter of gradient; it has lower predictive value than magnitude of gradient. || Thus; angle computation is selective to high-gradient blobs and angle layer is below gradient computation layer.  || Moreover; angle computation is only needed for angle comparison; which has lower value than gradient comparison. || So; angle computation layer is also below gradient der+ | rng+ comparison layer. || Which means that dert should have up to 3 layers: i; g; dy; dx; ?(idy; idx; m; ?(a; ga; day; dax)): ||   ||     if g+ fork: dert = i; g; dy; dx  ||     if fig: dert += idy; idx; m  # i is higher-layer gradient; idy and idx are preserved to compute its angle ||        if nI == 7: += a; ga; day; dax ||        elif nI==(4;5): += a; ga; day; dax = 0 ||        else base dert init?  || ''',No,Yes,n
3931,''' || Angle is external or positional parameter of gradient; it has lower predictive value than magnitude of gradient. || Thus; angle computation is selective to high-gradient blobs and angle layer is below gradient computation layer.  || Moreover; angle computation is only needed for angle comparison; which has lower value than gradient comparison. || So; angle computation layer is also below gradient der+ | rng+ comparison layer. || Which means that dert should have up to 3 layers: i; g; dy; dx; ?(idy; idx; m; ?(a; ga; day; dax)): ||   ||     if g+ fork: dert = i; g; dy; dx  ||     if fig: dert += idy; idx; m  # i is higher-layer gradient; idy and idx are preserved to compute its angle ||        if nI == 7: += a; ga; day; dax ||        elif nI==(4;5): += a; ga; day; dax = 0 ||        else base dert init?  || ''',Yes,Yes,n
3932,prior derts; needed within rng only: deque len=rng vs indexing?,No,Yes,y
3933,frame ends; last-line segs are merged into their blobs,No,Yes,y
3934,converts frame_of_pixels to frame_of_patterns; each pattern maybe nested,No,Yes,y
3935,''' Recursion extends pattern structure to 1d hierarchy and then 2d hierarchy; to be adjusted by macro-feedback: ||     P_: ||     fseg;  # flag: 0 for rng+ | der+; 1 for segment ||     fid;   # flag: input is derived: magnitude correlates with predictive value: m = min-ave; else m = ave-|d| ||     rdn;   # redundancy to higher layers; possibly lateral overlap of rng+; seg_d; der+; rdn += 1 * typ coef? ||     rng;   # rng+ count   ||     P: ||     sign;  # 1 -> rng+; 0 -> segment | der+?  ||     Dert = L; I; D; M;  ||     dert_; # input for sub_segment or extend_comp ||            # conditional 1d array of next layer: ||     sub_;  # multiple layers of (hyper; Dert; sub_P_) from segment or extended comp; nested to depth = sub_[n]  ||            # for layer-parallel access and comp; similar to frequency domain representation ||            # sub_P_: flat or nested for mapping to higher-layer sub_P_ element? ||     root   # reference to higher P for layer-sequential feedback  ||  ||     orders of composition: 1st: dert_; 2nd: seg_|sub_(derts); 3rd: P layer_(sub_P_(derts))?  ||     line-wide layer-sequential recursion and feedback; for clarity and slice-mapped SIMD processing?  || ''',No,Yes,n
3936,why always 1?,No,No,y
3937,why always 1?,Yes,No,y
3938,''' Recursion extends pattern structure to 1d hierarchy and then 2d hierarchy; to be adjusted by macro-feedback: ||     P_: ||     fseg;  # flag: 0 for rng+ | der+ Ps; 1 for segment Ps ||     fid;   # flag: input is derived: magnitude correlates with predictive value: m = min-ave; else m = ave-|d| ||     rdn;   # redundancy to higher layers; possibly lateral overlap of rng+; seg_d; der+; rdn += 1 * typ coef? ||     rng;   # range expansion count   ||     P: ||     sign;  # 1 -> rng+; 0 -> segment; -> der+  ||     Dert = L; I; D; M;  ||     dert_; # input for sub_segment or extend_comp ||            # conditional 1d array of next layer: ||     sub_;  # multiple layers of (hyper; Dert; sub_P_) from segment or extended comp; nested to depth = sub_[n]  ||            # for layer-parallel access and comp; similar to frequency domain representation ||            # sub_P_: flat or nested for mapping to higher-layer sub_P_ element? ||     root   # reference to higher P for layer-sequential feedback  ||     orders of composition: 1st: dert_; 2nd: lateral_sub_( derts); 3rd: sub_( lateral_sub_( derts))?  ||     line-wide layer-sequential recursion and feedback; for clarity and slice-mapped SIMD processing?  || ''',No,Yes,n
3939,converts frame_of_pixels to frame_of_patterns; each pattern maybe nested,No,Yes,y
3940,not needed?:,No,Yes,y
3942,converts frame_of_pixels to frame_of_patterns; each pattern maybe nested,No,Yes,y
3943,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3944,noisy mP; condition needs a review; probably a bug,Yes,Yes,y
3945,converts frame_of_pixels to frame_of_patterns; each pattern maybe nested,No,Yes,y
3946,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3947,remove columns | rows without centrals; instead of step=3 to avoid missing these centrals,Yes,Yes,y
3948,remove columns | rows without centrals; instead of step=3 to avoid missing these centrals,Yes,Yes,y
3949,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3950,loop columns; skip last column,No,Yes,y
3951,not needed; compute cosine only; also for accumulation?:,Yes,Yes,y
3952,not needed; compute cosine only; also for accumulation?:,Yes,Yes,y
3953,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3954,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3955,iDy; iDx maybe None,No,Yes,y
3956,probably wrong; how does numpy and work?,No,Yes,y
3957,not needed; feedback to root is in form_blob?,No,Yes,y
3958,this maybe replaced by return; as in line_patterns and line 52,Yes,Yes,y
3959,this maybe replaced by return; as in line_patterns and line 52,Yes,Yes,y
3960,TODO replace i__ == 0 -> min == 1; max == 255 scale values for output if values are floats,Yes,Yes,y
3961,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3962,dt__.mask = mask_i: not needed?,Yes,Yes,y
3963,no longer needed: g__.mask = dy__.mask = dx__.mask = gg__.mask?,No,No,y
3964,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3965,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3966,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3967,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3968,frame ends; last-line stacks are merged into their blobs,No,Yes,y
3969,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3970,replace 0 values with 1 to avoid error; not needed in high-g blobs?,No,Yes,y
3971,frame ends; last-line stacks are merged into their blobs,No,Yes,y
3972,not needed?,No,Yes,y
3973,no longer needed: g__.mask = dy__.mask = dx__.mask = gg__.mask?,No,No,y
3974,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3975,TODO: assign adjacents,Yes,Yes,y
3976,multiple blob IDs maybe assigned to each frame_dert; with the lowest one selected in next cycle,No,Yes,y
3977,multiple blob IDs maybe assigned to each frame_dert; with the lowest one selected in next cycle,No,Yes,y
3978,there could be a better way to replace this function with parallel process ;need to think about it,Yes,Yes,y
3979,TODO: intra_blob initialization,Yes,Yes,y
3980,TODO: build mask,Yes,Yes,y
3981,frame ends; last-line stacks are merged into their blobs:,No,Yes,y
3982,converts frame_of_pixels to frame_of_patterns; each pattern maybe nested,No,Yes,y
3983,replace 0 values with 1 to avoid error; not needed in high-g blobs?,Yes,Yes,y
3984,frame ends; last-line stacks are merged into their blobs,No,Yes,y
3985,probably not needed.,Yes,No,y
3986,''' ||    comp_P_ is a terminal fork of intra_blob. ||      ||    comp_P_ traces blob axis by cross-comparing vertically adjacent Ps: laterally contiguous slices across a blob. ||    It should reduce dimensionality | vectorize edges: low-g blobs; into outlines of adjacent flats: low-g blobs. ||    This is selective for high aspect blobs: G * (box area \/ blob area) * (P number \/ blob area \/ stack number)  ||  ||    Double edge lines: assumed match between edges of high-deviation intensity; no need for cross-comp? ||    secondary cross-comp of low-deviation blobs?   P comb -> intra | inter comp eval? ||    radial comp extension for co-internal blobs: ||    != sign comp x sum( adj_blob_) -> intra_comp value; isolation value; cross-sign merge if weak; else: ||    == sign comp x ind( adj_adj_blob_) -> same-sign merge | composition: ||     ||    borrow = adj_G * rS: default sum div_comp S -> relative area and distance to adjj_blob_ ||    internal sum comp if mS: in thin lines only? comp_norm_G or div_comp_G -> rG? ||    isolation = decay + contrast:  ||    G - G * (rS * ave_rG: decay) - (rS * adj_G: contrast; = lend | borrow; no need to compare vG?) ||  ||    if isolation: cross adjj_blob composition eval;  ||    else:         cross adjj_blob merge eval: ||    blob merger if internal match (~raG) - isolation; rdn external match:   ||    blob compos if external match (~rS?) + isolation;  ||  ||    Also eval comp_P over fork_? ||    rng+ should preserve resolution: rng+_dert_ is dert layers;  ||    rng_sum-> rng+; der+: whole rng; rng_incr-> angle \/ past vs next g;  ||    rdn Rng | rng_ eval at rng term; Rng -= lost coord bits mag; always > discr?  || ''',Yes,Yes,n
3987,frame ends; last-line stacks are merged into their blobs,No,Yes,y
3988,please suggest a better name,Yes,Yes,y
3989,probably not needed.,Yes,No,y
3990,rotate 90 degree clockwise; anti-clockwise is better for consistency?,No,No,y
3991,mPP if 1; else dPP; not needed if packed in PP_?,No,No,y
3992,not sure it belongs here; maybe in comp_PP_blob?,Yes,Yes,y
3993,this shouldn't be needed,Yes,Yes,y
3994,This should not be needed,Yes,No,y
3995,This is probably not needed:,Yes,No,y
3996,should not be needed,Yes,Yes,y
3997,dert__ ends; last-line stacks are merged into blob,No,Yes,y
3998,streamer is not needed?,No,Yes,y
3999,frame ends; last-line stacks are merged into their blobs,No,Yes,y
4000,probably not needed.,Yes,No,y
4001,not needed for single blob?,No,Yes,y
4002,not needed?,No,Yes,y
4003,not needed for single blob?,No,Yes,y
4004,dert__ ends; last-row stacks are merged into blob,No,Yes,y
4005,dert__ ends; last-line stacks are merged into sstack,No,Yes,y
4006,dert__ ends; last-row stacks are moved to term_stack__,No,Yes,y
4007,dert__ ends; last-row stacks are moved to sstack.term_stack__,No,Yes,y
4008,dert__ ends; last-row stacks are merged into blob,No,Yes,y
4009,dert__ ends; last-line stacks are merged into sstack,No,Yes,y
4010,filter or hyper-parameter; set as a guess; latter adjusted by feedback; not needed here,No,Yes,y
4011,dert__ ends; all last-row stacks are moved to term_stack_,No,Yes,y
4012,probably not needed.,Yes,No,y
4013,dert__ ends; last-row stacks are moved to sstack.term_stack__\uFFFF,No,Yes,y
4014,sstack maybe already terminated in other upconnect,No,No,y
4015,Ly = max y - min y: maybe multiple Ps in line,No,Yes,y
4016,upconnect_ ends; pack the sstack; unless it was terminated as some other upconnect:,No,Yes,y
4017,dert__ ends; all last-row stacks have no downconnects,No,Yes,y
4018,temporary code container; this should probably be in comp_slice,Yes,Yes,y
4019,Ly = max y - min y: maybe multiple Ps in line,No,Yes,y
4020,upconnect_ ends; pack sstack in current layer,No,Yes,y
4021,dert__ ends; all last-row stacks have no downconnects,No,Yes,y
4022,probably not needed.,Yes,No,y
4023,PPm if 1; else PPd; not needed if packed in PP_?,No,No,y
4024,temporary fix; to avoid duplicated PP,Yes,Yes,y
4025,temporary fix; to avoid duplicated PP,Yes,Yes,y
4026,scan_Py_(): same as in upconnect_2_PP_; still better unpacked?,No,Yes,y
4027,maybe initialized elsewhere?,Yes,Yes,y
4028,this maybe redundant,Yes,No,y
4029,maybe initialized elsewhere?,Yes,Yes,y
4030,this maybe redundant,Yes,No,y
4031,PPm if 1; else PPd; not needed if packed in PP_?,Yes,No,y
4032,or not needed at all: each prior upconnect_ is followed until termination?,No,Yes,y
4033,PP.upconnect_cnt should not be needed: each prior upconnect_ is followed until termination;,Yes,Yes,y
4034,I don't think in_upconnect_cnt is needed,Yes,Yes,y
4035,filter or hyper-parameter; set as a guess; latter adjusted by feedback; not needed here,No,Yes,y
4036,dert__ ends; all last-row stacks have no downconnects,No,Yes,y
4037,''' ||     radial comp extension for co-internal blobs: ||     != sign comp x sum( adj_blob_) -> intra_comp value; isolation value; cross-sign merge if weak; else: ||     == sign comp x ind( adj_adj_blob_) -> same-sign merge | composition: ||     borrow = adj_G * rA: default sum div_comp S -> relative area and distance to adjj_blob_ ||     internal sum comp if mA: in thin lines only? comp_norm_G or div_comp_G -> rG? ||     isolation = decay + contrast: ||     G - G * (rA * ave_rG: decay) - (rA * adj_G: contrast; = lend | borrow; no need to compare vG?) ||     if isolation: cross adjj_blob composition eval; ||     else:         cross adjj_blob merge eval: ||     blob merger if internal match (~raG) - isolation; rdn external match: ||     blob compos if external match (~rA?) + isolation; ||     Also eval comp_slice over fork_? ||     rng+ should preserve resolution: rng+_dert_ is dert layers; ||     rng_sum-> rng+; der+: whole rng; rng_incr-> angle \/ past vs next g; ||     rdn Rng | rng_ eval at rng term; Rng -= lost coord bits mag; always > discr? || ''',Yes,Yes,n
4038,filter or hyper-parameter; set as a guess; latter adjusted by feedback; not needed here,No,Yes,y
4039,refs to the same derP; may not be needed?,Yes,Yes,y
4040,PPm if 1; else PPd; not needed if packed in PP_?,No,No,y
4041,''' Positional miss is positive: lower filters; no match: always inverse miss? ||     skip to prediction limits: search for termination that defines and borrows from P; ||     form complemented ) composite Ps: ave proximate projected match cross sign ) composition level: ||  ||     comp at ave m; but not specifically projected m? ||     or at ave m\/d: current \/ higher order of composition? ||     1Le: fixed binary Cf; 2Le: skip to individual integer Cf; variable pattern L vs. pixel res? ||     edge is more concentrated than flat for stable shape -> stable contents patterns? ||     differential feedback per target level: @filters; but not pattern ||  ||     radial comp extension for co-internal blobs: ||     != sign comp x sum( adj_blob_) -> intra_comp value; isolation value; cross-sign merge if weak; else: ||     == sign comp x ind( adj_adj_blob_) -> same-sign merge | composition: ||     borrow = adj_G * rA: default sum div_comp S -> relative area and distance to adjj_blob_ ||     internal sum comp if mA: in thin lines only? comp_norm_G or div_comp_G -> rG? ||     isolation = decay + contrast: ||     G - G * (rA * ave_rG: decay) - (rA * adj_G: contrast; = lend | borrow; no need to compare vG?) ||     if isolation: cross adjj_blob composition eval; ||     else:         cross adjj_blob merge eval: ||     blob merger if internal match (~raG) - isolation; rdn external match: ||     blob compos if external match (~rA?) + isolation; ||     Also eval comp_slice over fork_? ||     rng+ should preserve resolution: rng+_dert_ is dert layers; ||     rng_sum-> rng+; der+: whole rng; rng_incr-> angle \/ past vs next g; ||     rdn Rng | rng_ eval at rng term; Rng -= lost coord bits mag; always > discr? || ''',No,Yes,n
4042,filter or hyper-parameter; set as a guess; latter adjusted by feedback; not needed here,No,Yes,y
4043,PPm if 1; else PPd; not needed if packed in PP_?,No,No,y
4044,''' Positional miss is positive: lower filters; no match: always inverse miss? ||  ||     skip to prediction limits: co-ave_m; search for termination that defines and borrows from P; ||     comp at ave m to form complemented ) composite Ps: ave prox proj m across sign ) composition level: ||     balanced clustering on source and target levels maximizes structural depth? ||  ||     projected m value decays with distance: no higher-structure match to records; because ||     proximity predicts match but not borrowing miss; which has equal value at ave m? ||     proj_m cancels match but lends to miss; which grows indefinitely? ||  ||     1Le: fixed binary Cf; 2Le: skip to individual integer Cf; variable pattern L vs. pixel res? ||     edge is more concentrated than flat for stable shape -> stable contents patterns? ||     differential feedback per target level: @filters; but not pattern ||  ||     radial comp extension for co-internal blobs: ||     != sign comp x sum( adj_blob_) -> intra_comp value; isolation value; cross-sign merge if weak; else: ||     == sign comp x ind( adj_adj_blob_) -> same-sign merge | composition: ||     borrow = adj_G * rA: default sum div_comp S -> relative area and distance to adjj_blob_ ||     internal sum comp if mA: in thin lines only? comp_norm_G or div_comp_G -> rG? ||     isolation = decay + contrast: ||     G - G * (rA * ave_rG: decay) - (rA * adj_G: contrast; = lend | borrow; no need to compare vG?) ||     if isolation: cross adjj_blob composition eval; ||     else:         cross adjj_blob merge eval: ||     blob merger if internal match (~raG) - isolation; rdn external match: ||     blob compos if external match (~rA?) + isolation; ||     Also eval comp_slice over fork_? ||     rng+ should preserve resolution: rng+_dert_ is dert layers; ||     rng_sum-> rng+; der+: whole rng; rng_incr-> angle \/ past vs next g; ||     rdn Rng | rng_ eval at rng term; Rng -= lost coord bits mag; always > discr? || ''',Yes,Yes,n
4045,filter or hyper-parameter; set as a guess; latter adjusted by feedback; not needed here,No,Yes,y
4046,PPm if 1; else PPd; not needed if packed in PP_?,Yes,No,y
4047,so i think it will be less messy if we use different param name. If we pack them into tuple (For eg: PP_[0] = PPd; PP_[1] = PPm); it will be more complicated and harder to troubleshoot.,No,Yes,y
4048,we need offset because Pds might be empty in certain rows or columns from the given blob_PPd.box,No,Yes,y
