Unnamed: 0,repo,filename,Commit,Comment,link,MLTD
1700,ddbourgin/numpy-ml,neural_nets/models/vae.py,b6fdb165ffb3b447c5d53b879ce15c1720ddf87b,TODO: parallelize inner loop,https://github.com/ddbourgin/numpy-ml/commit/b6fdb165ffb3b447c5d53b879ce15c1720ddf87b,Yes
1701,prihoda/golem,golem/core/parsing/golem_extractor.py,fd1d47c4ac5dd7888655102104aec121d72a6e7b,TODO use a separate thread (pool) to remove TF memory overhead,https://github.com/prihoda/golem/commit/fd1d47c4ac5dd7888655102104aec121d72a6e7b,Yes
1702,prihoda/golem,golem/core/dialog_manager.py,15e67b0a5b01369a0b7dc506cf2203ef56e76c39,TODO we can either have ':init' or a bool parameter,https://github.com/prihoda/golem/commit/15e67b0a5b01369a0b7dc506cf2203ef56e76c39,Yes
1703,prihoda/golem,golem/core/dialog_manager.py,5986a4f8134c67e22c1e34412f3d570a25455af3,TODO we can either have ':init' or a bool parameter,https://github.com/prihoda/golem/commit/5986a4f8134c67e22c1e34412f3d570a25455af3,Yes
1704,prihoda/golem,golem/core/dialog_manager.py,c0873577bc7742eb141a238c43cc11f696e9f2d2,TODO we can either have ':init' or a bool parameter,https://github.com/prihoda/golem/commit/c0873577bc7742eb141a238c43cc11f696e9f2d2,Yes
1705,rsokl/MyGrad,mygrad/nnet/layers/batchnorm.py,8703db0b886f2c5e0f9874ea64b532f90c276baf,TODO: Remove affine parameters from Operation,https://github.com/rsokl/MyGrad/commit/8703db0b886f2c5e0f9874ea64b532f90c276baf,Yes
1706,raamana/neuropredict,rhst.py,cbb7ecb70c7cb5ad2abfa3eb8130ad021734fa8c,TODO generate visualizations for each feature set as well as a comparative summary!,https://github.com/raamana/neuropredict/commit/cbb7ecb70c7cb5ad2abfa3eb8130ad021734fa8c,Yes
1707,raamana/neuropredict,rhst.py,c5a153e9325a513d855483c27889404a60a54a2b,TODO implement a multi-process version as differnt rep's are embarrasingly parallel,https://github.com/raamana/neuropredict/commit/c5a153e9325a513d855483c27889404a60a54a2b,Yes
1708,raamana/neuropredict,neuropredict/rhst.py,ea8604b6967062a2d60bb8aa2f3d633bb0265890,TODO implement a multi-process version as differnt rep's are embarrasingly parallel,https://github.com/raamana/neuropredict/commit/ea8604b6967062a2d60bb8aa2f3d633bb0265890,Yes
1709,raamana/neuropredict,neuropredict/rhst.py,ea8604b6967062a2d60bb8aa2f3d633bb0265890,TODO generate visualizations for each feature set as well as a comparative summary!,https://github.com/raamana/neuropredict/commit/ea8604b6967062a2d60bb8aa2f3d633bb0265890,Yes
1710,raamana/neuropredict,neuropredict/visualize.py,0137716674260ec622b909dfa76d03e34b897b6d,TODO separate this calculation for use in exporting of results,https://github.com/raamana/neuropredict/commit/0137716674260ec622b909dfa76d03e34b897b6d,Yes
1711,raamana/neuropredict,neuropredict/rhst.py,3dfab81c1e8f2bc07fcd58cac91fb0a578ee58ab,TODO try parallelizing this. Think about how it interacts with parallel processing at CV rep level,https://github.com/raamana/neuropredict/commit/3dfab81c1e8f2bc07fcd58cac91fb0a578ee58ab,Yes
1712,raamana/neuropredict,neuropredict/neuropredict.py,faa4f6868f3e19acc82c1d44eb7e07e1c385f4a5,TODO need to be able to parallelize at subgroup- and method-level,https://github.com/raamana/neuropredict/commit/faa4f6868f3e19acc82c1d44eb7e07e1c385f4a5,Yes
1713,raamana/neuropredict,neuropredict/rhst.py,faa4f6868f3e19acc82c1d44eb7e07e1c385f4a5,TODO to achieve feature- or method-level parallization;,https://github.com/raamana/neuropredict/commit/faa4f6868f3e19acc82c1d44eb7e07e1c385f4a5,Yes
1714,raamana/neuropredict,neuropredict/run_workflow.py,7c6ec11298238e4a152d6b14ca0ede304d697a50,TODO need to be able to parallelize at subgroup- and method-level,https://github.com/raamana/neuropredict/commit/7c6ec11298238e4a152d6b14ca0ede304d697a50,Yes
1715,raamana/neuropredict,neuropredict/run_workflow.py,93e317be2135ad6882c7a6b4b1ccc221569e5266,TODO need to be able to parallelize at subgroup- and method-level,https://github.com/raamana/neuropredict/commit/93e317be2135ad6882c7a6b4b1ccc221569e5266,Yes
1716,raamana/neuropredict,neuropredict/rhst.py,34154175007ac9740d0d366ff4c767796e3d2f67,TODO returning preprocessor blindly without any parameters,https://github.com/raamana/neuropredict/commit/34154175007ac9740d0d366ff4c767796e3d2f67,Yes
1717,raamana/neuropredict,neuropredict/algorithms.py,d2a9d7cd2c7f0bc4789e3923ebf7a296060688fd,TODO returning preprocessor blindly without any parameters,https://github.com/raamana/neuropredict/commit/d2a9d7cd2c7f0bc4789e3923ebf7a296060688fd,Yes
1718,raamana/neuropredict,neuropredict/algorithms.py,266cf74e75e84ed3a786a76a3e15cb6ca7bad148,TODO eigen_solver; path_method could be hyper params for Isomap,https://github.com/raamana/neuropredict/commit/266cf74e75e84ed3a786a76a3e15cb6ca7bad148,Yes
1719,raamana/neuropredict,neuropredict/base.py,5ade4e71d2093b858e08aa2c9efc2e67b089b684,TODO find ways to parallelize - there is a separate branch for this,https://github.com/raamana/neuropredict/commit/5ade4e71d2093b858e08aa2c9efc2e67b089b684,Yes
1720,omimo/PyMO,pymo/rotation_tools.py,e1a5b1e261525394fe073af6462023aba5e0fac9,TODO: Check exp map params,https://github.com/omimo/PyMO/commit/e1a5b1e261525394fe073af6462023aba5e0fac9,Yes
1721,bhargavvader/pycobra,pycobra/cobra.py,2822360217b1bb78cc76ef7265f914c36f8b902a,"\""\""\"" || TODO: ||  || 1) Vectorise\/cythonise the predict method ||     - could it also be parallelised? || 2) Scikit-Learn conventions ||     - fit - does this kind of thing work here? || 3) Wrappers for other popular ML\/stat libraries ||     - mlpy ||     - all NN libraries ||     - ensembles; etc ||     - your own array as well || 4) Support Set algo: use indice_info from visualisations || \""\""\""",https://github.com/bhargavvader/pycobra/commit/2822360217b1bb78cc76ef7265f914c36f8b902a,No
1722,silvandeleemput/memcnn,memcnn/experiment/tests/test_manager.py,55fa6124c1b935927569735d8247df1f5ddb6ce4,TODO fix state dict optimizer parameters asserts,https://github.com/silvandeleemput/memcnn/commit/55fa6124c1b935927569735d8247df1f5ddb6ce4,Yes
1723,adalca/neurite,src/pytools/callbacks.py,edc4a31383288e8722778e1a88c3d5c136055116,TODO: Separate the part that outputs slices.,https://github.com/adalca/neurite/commit/edc4a31383288e8722778e1a88c3d5c136055116,Yes
1724,ysig/GraKeL,grakel/graph_kernels.py,b4913894b3ad9c51eabe4d59fa659cc61cc7cd6c,TODO: maybe apply parallelization?,https://github.com/ysig/GraKeL/commit/b4913894b3ad9c51eabe4d59fa659cc61cc7cd6c,Yes
1725,nschaetti/EchoTorch,echotorch/nn/conceptors/IncSPESN.py,d99a6affee2a69b9d27d0a9245e919b81bed0141,TODO: Add a parameter for averaged output,https://github.com/nschaetti/EchoTorch/commit/d99a6affee2a69b9d27d0a9245e919b81bed0141,Yes
1726,Mariewelt/OpenChem,openchem/models/MolecularRNN.py,a6e855145cc27c3705c70dc5a9c15f4dac855e82,TODO: implement required params,https://github.com/Mariewelt/OpenChem/commit/a6e855145cc27c3705c70dc5a9c15f4dac855e82,Yes
1727,keiffster/program-y,src/programy/extensions/weather/weather.py,dd21e108b9862f7667f7310338852c1ad9612d42,"TODO Use 'when\"" paramter to extract datapoints",https://github.com/keiffster/program-y/commit/dd21e108b9862f7667f7310338852c1ad9612d42,Yes
1728,PyTorchLightning/pytorch-lightning,examples/new_project_templates/trainer_gpu_cluster_template.py,bba51dde8cd742aa243c33e33ac99a63ffbf5b34,TODO: make 1 param,https://github.com/PyTorchLightning/pytorch-lightning/commit/bba51dde8cd742aa243c33e33ac99a63ffbf5b34,Yes
1729,PyTorchLightning/pytorch-lightning,pytorch_lightning/trainer/trainer.py,805ff37e8c7709e2b355c1d182f35de8c327c01c,TODO: temporary; need to decide if tune or separate object,https://github.com/PyTorchLightning/pytorch-lightning/commit/805ff37e8c7709e2b355c1d182f35de8c327c01c,Yes
1730,PyTorchLightning/pytorch-lightning,pytorch_lightning/accelerators/base_backend.py,38b96776380977163a6df664c2226eee8c349b93,TODO: separate TPU case from here,https://github.com/PyTorchLightning/pytorch-lightning/commit/38b96776380977163a6df664c2226eee8c349b93,Yes
1731,PyTorchLightning/pytorch-lightning,pytorch_lightning/accelerators/tpu_backend.py,38b96776380977163a6df664c2226eee8c349b93,TODO: separate TPU case from here,https://github.com/PyTorchLightning/pytorch-lightning/commit/38b96776380977163a6df664c2226eee8c349b93,Yes
1732,PyTorchLightning/pytorch-lightning,tests/test_deprecated.py,c50c225f05f9a27687d5d5244c8d46a43900c635,TODO: remove bool from Trainer.profiler param in v1.3.0; update profiler_connector.py,https://github.com/PyTorchLightning/pytorch-lightning/commit/c50c225f05f9a27687d5d5244c8d46a43900c635,Yes
1733,PyTorchLightning/pytorch-lightning,pytorch_lightning/plugins/ddp_sequential_plugin.py,ef8ef12fd0b1fa9318aa7a9930389bab8c8ef5d5,TODO currently no support for vertical model parallel,https://github.com/PyTorchLightning/pytorch-lightning/commit/ef8ef12fd0b1fa9318aa7a9930389bab8c8ef5d5,Yes
1734,PyTorchLightning/pytorch-lightning,pytorch_lightning/plugins/training_type/rpc_sequential.py,9064b83caf817c624ad5241080e5a68d678a5ea6,TODO currently no support for vertical model parallel,https://github.com/PyTorchLightning/pytorch-lightning/commit/9064b83caf817c624ad5241080e5a68d678a5ea6,Yes
1735,J535D165/recordlinkage,sampledata/generate.py,d666c8446d9ff77ec401f9bf3237523d326bc86e,"\""\""\""Module generate.py - Auxiliary program to create records using various ||                         frequency tables and introduce duplicates with errors. ||  ||    USAGE: ||      python generate.py [output_file] [num_originals] [num_duplicates] ||                         [max_duplicate_per_record] [distribution]      ||  ||    ARGUMENTS: ||      output_file               Name of the output file (currently this is a ||                                CSV file). ||      num_originals             Number of original records to be created. ||      num_duplicates            Number of duplicate records to be created. ||      max_duplicate_per_record  The maximal number of duplicates that can be ||                                created for one original record. ||      distribution              The probability distribution used to create ||                                the duplicates (i.e the number of duplicates for ||                                one original). ||                                Possible are: - uniform ||                                              - poisson ||                                              - zipf ||  ||    DESCRIPTION: ||      This program can be used to create a data set with records that contain ||      randomly created names and addresses (using frequency files); dates and ||      identifier numbers. Duplicate records will then be created following a ||      given probability distribution; with various errors introduced. ||  ||      Various parameters on how theses duplicates are created can be given ||      within the program; see below. ||  ||  ||    TODO: ||      - Fix ZIPF distribution ||  ||      - Allow various probability distributions for fields oftype 'date' and ||        'iden' (using a new keyword in field dictionaries). ||  ||      - Try to find real world error distributions for typographical errors and ||        integrate them into the random error creation ||  ||      - Add random word spilling between fields (similar to field swapping) ||      - Improve performance (loading and creating frequency tables) || \""\""\""",https://github.com/J535D165/recordlinkage/commit/d666c8446d9ff77ec401f9bf3237523d326bc86e,No
1736,J535D165/recordlinkage,recordlinkage/algorithms/nb_sklearn.py,ead3d959376b993b8bffd2be798ff00a8cf6a1c7,TODO: set the init parameters by the user,https://github.com/J535D165/recordlinkage/commit/ead3d959376b993b8bffd2be798ff00a8cf6a1c7,Yes
1737,shawnwun/RNNLG,nn/basic.py,49e8e66eadaabbaecd75b5436cb7957512631b5a,TODO: load numpy parameters,https://github.com/shawnwun/RNNLG/commit/49e8e66eadaabbaecd75b5436cb7957512631b5a,Yes
1738,kengz/SLM-Lab,slm_lab/experiment/control.py,8f5f62f14e777cf2f88fe71360581be95d643163,TODO spec resolver for params per trial,https://github.com/kengz/SLM-Lab/commit/8f5f62f14e777cf2f88fe71360581be95d643163,Yes
1739,kengz/SLM-Lab,slm_lab/agent/net/feedforward.py,4df11055e61fa6c9fede6b2114c8ce05de9a035e,TODO parametrize output layer activation too,https://github.com/kengz/SLM-Lab/commit/4df11055e61fa6c9fede6b2114c8ce05de9a035e,Yes
1740,kengz/SLM-Lab,slm_lab/agent/net/mlp_policy.py,99f54b4f5d398727527b83c720a42156c61d592c,TODO restore param gaussian_fixed_var=True,https://github.com/kengz/SLM-Lab/commit/99f54b4f5d398727527b83c720a42156c61d592c,Yes
1741,kengz/SLM-Lab,slm_lab/agent/algorithm/ppo.py,a6bad8048ab0300d05b6dca26212698d5eb26dc5,TODO check all param consistency,https://github.com/kengz/SLM-Lab/commit/a6bad8048ab0300d05b6dca26212698d5eb26dc5,Yes
1742,kengz/SLM-Lab,slm_lab/agent/algorithm/policy_util.py,e7584bc18e845e296e315bb1c29c13b6d70ee419,TODO do as multitail list pdparams in the future to control activation,https://github.com/kengz/SLM-Lab/commit/e7584bc18e845e296e315bb1c29c13b6d70ee419,Yes
1743,tslearn-team/tslearn,tslearn/svm.py,746f0147006e2c3f4a1004cc0586a8e85338ce03,# TODO: change or mutate the parameter kernel from gak to,https://github.com/tslearn-team/tslearn/commit/746f0147006e2c3f4a1004cc0586a8e85338ce03,Yes
1744,jmwoloso/pychattr,pychattr/models/channel_attribution/heuristic.py,b4f5060bb31fd9f089e396c0434df6a9f735527b,TODO: param\/input validation,https://github.com/jmwoloso/pychattr/commit/b4f5060bb31fd9f089e396c0434df6a9f735527b,Yes
1745,jmwoloso/pychattr,v0.1.0/channel_attribution/pychattr.py,9f3bd4ddb261f53093c016feef8af5978f514800,"TODO: parameterize \""channel_name\""?",https://github.com/jmwoloso/pychattr/commit/9f3bd4ddb261f53093c016feef8af5978f514800,Yes
1746,JohnVinyard/zounds,zounds/analyze/feature/template.py,99ddbee138b293afb76f087aea0ba11b845e13ea,TODO: Make this an __init__ parameter,https://github.com/JohnVinyard/zounds/commit/99ddbee138b293afb76f087aea0ba11b845e13ea,Yes
1747,JohnVinyard/zounds,zounds/analyze2/feature/template.py,b66c7c8205fb4669f2f5fab75d91e212e1e60c46,TODO: Make this an __init__ parameter,https://github.com/JohnVinyard/zounds/commit/b66c7c8205fb4669f2f5fab75d91e212e1e60c46,Yes
1748,JohnVinyard/zounds,zounds/model/framesearch.py,ea2b2653b48af11ce05a4e26cc98a16a9f5ab6de,TODO: Parallelize the search,https://github.com/JohnVinyard/zounds/commit/ea2b2653b48af11ce05a4e26cc98a16a9f5ab6de,Yes
1749,ryfeus/gcf-packs,pandas_numpy/sources/numpy/lib/_datasource.py,255a05a5980efb8b096c283d79872d0695886161,TODO: Add a ``subdir`` parameter for specifying the subdirectory,https://github.com/ryfeus/gcf-packs/commit/255a05a5980efb8b096c283d79872d0695886161,Yes
1750,ryfeus/gcf-packs,pandas_numpy/sources/pandas/core/generic.py,255a05a5980efb8b096c283d79872d0695886161,TODO: define separate funcs for DataFrame; Series and Panel so you can,https://github.com/ryfeus/gcf-packs/commit/255a05a5980efb8b096c283d79872d0695886161,Yes
1751,ryfeus/gcf-packs,pandas_numpy/sources/pandas/core/internals.py,255a05a5980efb8b096c283d79872d0695886161,FIXME: refactor; clearly separate broadcasting & zip-like assignment,https://github.com/ryfeus/gcf-packs/commit/255a05a5980efb8b096c283d79872d0695886161,Yes
1752,ryfeus/gcf-packs,pandas_numpy/sources/pandas/tests/indexes/test_base.py,255a05a5980efb8b096c283d79872d0695886161,TODO: make this a dedicated test with parametrized methods,https://github.com/ryfeus/gcf-packs/commit/255a05a5980efb8b096c283d79872d0695886161,Yes
1753,ryfeus/gcf-packs,pandas_numpy/sources/pandas/tests/indexes/test_base.py,255a05a5980efb8b096c283d79872d0695886161,TODO: Parametrize numeric and str tests after self.strIndex fixture,https://github.com/ryfeus/gcf-packs/commit/255a05a5980efb8b096c283d79872d0695886161,Yes
1754,ryfeus/gcf-packs,pandas_numpy/sources/pandas/tests/series/test_arithmetic.py,255a05a5980efb8b096c283d79872d0695886161,TODO: parametrize; better name,https://github.com/ryfeus/gcf-packs/commit/255a05a5980efb8b096c283d79872d0695886161,Yes
1755,ryfeus/gcf-packs,tensorflow2.0/source/numpy/lib/_datasource.py,44d36f9e5045fd859ee188d74dc31f3921ad4796,TODO: Add a ``subdir`` parameter for specifying the subdirectory,https://github.com/ryfeus/gcf-packs/commit/44d36f9e5045fd859ee188d74dc31f3921ad4796,Yes
1756,ryfeus/gcf-packs,tensorflow2.0/source/tensorflow/python/ops/partitioned_variables.py,44d36f9e5045fd859ee188d74dc31f3921ad4796,"\""\""\""Helper functions for creating partitioned variables. ||  || This is a convenient abstraction to partition a large variable across || multiple smaller variables that can be assigned to different devices. ||  || The full variable can be reconstructed by concatenating the smaller variables. || Using partitioned variables instead of a single variable is mostly a || performance choice.  It however also has an impact on: ||  || 1. Random initialization; as the random number generator is called once per ||    slice || 2. Updates; as they happen in parallel across slices ||  || A key design goal is to allow a different graph to repartition a variable || with the same name but different slicings; including possibly no partitions. ||  || TODO(touts): If an initializer provides a seed; the seed must be changed || deterministically for each slice; maybe by adding one to it; otherwise each || slice will use the same values.  Maybe this can be done by passing the || slice offsets to the initializer functions. ||  || Typical usage: ||  || ```python || # Create a list of partitioned variables with: || vs = create_partitioned_variables( ||     <shape>; <slicing>; <initializer>; name=<optional-name>) ||  || # Pass the list as inputs to embedding_lookup for sharded; parallel lookup: || y = embedding_lookup(vs; ids; partition_strategy=\""div\"") ||  || # Or fetch the variables in parallel to speed up large matmuls: || z = matmul(x; concat(slice_dim; vs)) || ``` || \""\""\""",https://github.com/ryfeus/gcf-packs/commit/44d36f9e5045fd859ee188d74dc31f3921ad4796,Yes
1757,ryfeus/gcf-packs,tensorflow2.0/source/tensorflow/python/tpu/tpu_embedding.py,44d36f9e5045fd859ee188d74dc31f3921ad4796,TODO(shizhiw): move `optimization_parameters` into `_optimizer_handler`,https://github.com/ryfeus/gcf-packs/commit/44d36f9e5045fd859ee188d74dc31f3921ad4796,Yes
1758,cschoeller/pycandle,training/callbacks.py,28c1f772edfe442fdd4854303d33b81218421788,TODO print per param group?,https://github.com/cschoeller/pycandle/commit/28c1f772edfe442fdd4854303d33b81218421788,Yes
1759,serengil/chefboost,chefboost/training/Training.py,0bda5524f4ab0a1ef28a65103e1930d945f03db9,TODO: elif checks might be above than if statements in parallel,https://github.com/serengil/chefboost/commit/0bda5524f4ab0a1ef28a65103e1930d945f03db9,Yes
1760,serengil/chefboost,chefboost/training/Training.py,81d4ee5098f9106707140cce63c3875a3a19b66c,TODO: just apply parallelism for the 1st level?,https://github.com/serengil/chefboost/commit/81d4ee5098f9106707140cce63c3875a3a19b66c,Yes
1761,serengil/chefboost,chefboost/tuning/randomforest.py,374a6d4dd045e5722b4058133472f9201df52cf0,TODO: reconstruct for parallel run is problematic. you should reconstruct based on tree id.,https://github.com/serengil/chefboost/commit/374a6d4dd045e5722b4058133472f9201df52cf0,Yes
1762,serengil/chefboost,chefboost/training/Training-Draft.py,f42220860f040cbafd2d2648bc4a250ef03f6639,TODO: elif checks might be above than if statements in parallel,https://github.com/serengil/chefboost/commit/f42220860f040cbafd2d2648bc4a250ef03f6639,Yes
1763,explosion/spaCy,spacy/cli/train.py,240e0a62cae2994bb55d4a1e57256330d23377c0,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/240e0a62cae2994bb55d4a1e57256330d23377c0,Yes
1764,explosion/spaCy,spacy/cli/train.py,defe1e7213ea3a974fd9131dd89f99739cb99d89,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/defe1e7213ea3a974fd9131dd89f99739cb99d89,Yes
1765,explosion/spaCy,spacy/cli/train.py,872938ec761ecc44694e1a31d498a864b2f53995,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/872938ec761ecc44694e1a31d498a864b2f53995,Yes
1766,explosion/spaCy,spacy/cli/train.py,9ee1c54f40e901533ef16cd148556cbf83cca6a7,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/9ee1c54f40e901533ef16cd148556cbf83cca6a7,Yes
1767,explosion/spaCy,spacy/cli/train.py,43b960c01b0c64e56859ad5eb304a5422af46516,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/43b960c01b0c64e56859ad5eb304a5422af46516,Yes
1768,explosion/spaCy,spacy/cli/train.py,b795f02fbdd095d7c326dab0a823c94815a17484,TODO: refactor this so we don't have to run it separately in here,https://github.com/explosion/spaCy/commit/b795f02fbdd095d7c326dab0a823c94815a17484,Yes
1769,explosion/spaCy,spacy/cli/train.py,122cb020010a3f4e34e696726206eb92ea9974e8,TODO: refactor this so we don't have to run it separately in here,https://github.com/explosion/spaCy/commit/122cb020010a3f4e34e696726206eb92ea9974e8,Yes
1770,explosion/spaCy,spacy/cli/train.py,122cb020010a3f4e34e696726206eb92ea9974e8,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/122cb020010a3f4e34e696726206eb92ea9974e8,Yes
1771,explosion/spaCy,spacy/cli/_util.py,553bfea6418e76c28b8786de35df7a3df0e0b56a,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/553bfea6418e76c28b8786de35df7a3df0e0b56a,Yes
1772,explosion/spaCy,spacy/cli/train.py,e44a7519cdac903a64b0dec5e98b8b828952d4b9,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/e44a7519cdac903a64b0dec5e98b8b828952d4b9,Yes
1773,explosion/spaCy,spacy/training/loop.py,822ea4ef619072a94ce565bf78add9f9ea9d2866,TODO: refactor this so we don't have to run it separately in here,https://github.com/explosion/spaCy/commit/822ea4ef619072a94ce565bf78add9f9ea9d2866,Yes
1774,explosion/spaCy,spacy/cli/train.py,c1c841940cd600046e4e58e12b7ed78f761ae232,TODO: refactor this so we don't have to run it separately in here,https://github.com/explosion/spaCy/commit/c1c841940cd600046e4e58e12b7ed78f761ae232,Yes
1775,explosion/spaCy,spacy/cli/train.py,c1c841940cd600046e4e58e12b7ed78f761ae232,TODO: separate checks from loading,https://github.com/explosion/spaCy/commit/c1c841940cd600046e4e58e12b7ed78f761ae232,Yes
1776,scikit-learn/scikit-learn,scikits/learn/pyem/gmm_em.py,9fe7ff776888b2adac5775878a7bb10e30ef81ff,TODO: separate regularizer from EM class ?,https://github.com/scikit-learn/scikit-learn/commit/9fe7ff776888b2adac5775878a7bb10e30ef81ff,Yes
1777,scikit-learn/scikit-learn,scikits/learn/datasets/mlcomp.py,434eed65b4b2eb5f0f8814467576cd808742ccfd,TODO: use joblib.Parallel or multiprocessing to parallelize the following,https://github.com/scikit-learn/scikit-learn/commit/434eed65b4b2eb5f0f8814467576cd808742ccfd,Yes
1778,scikit-learn/scikit-learn,scikits/learn/datasets/mlcomp.py,26bdc720b71c530560bad0b0826130bede6c7d40,TODO: use joblib.Parallel or multiprocessing to parallelize the following,https://github.com/scikit-learn/scikit-learn/commit/26bdc720b71c530560bad0b0826130bede6c7d40,Yes
1779,scikit-learn/scikit-learn,scikits/learn/datasets/mlcomp.py,b7a1afb3933e09eb4fe2985a4ce184d3b3c8ed7b,TODO: use joblib.Parallel or multiprocessing to parallelize the following,https://github.com/scikit-learn/scikit-learn/commit/b7a1afb3933e09eb4fe2985a4ce184d3b3c8ed7b,Yes
1780,scikit-learn/scikit-learn,scikits/learn/datasets/mlcomp.py,314c6870f10f46434ab3cde4776ca95b2a6787c8,TODO: use joblib.Parallel or multiprocessing to parallelize the following,https://github.com/scikit-learn/scikit-learn/commit/314c6870f10f46434ab3cde4776ca95b2a6787c8,Yes
1781,scikit-learn/scikit-learn,scikits/learn/datasets/mlcomp.py,d0828deba072cc9d343f24c91bdd23c75d27ceda,TODO: use joblib.Parallel or multiprocessing to parallelize the following,https://github.com/scikit-learn/scikit-learn/commit/d0828deba072cc9d343f24c91bdd23c75d27ceda,Yes
1782,scikit-learn/scikit-learn,scikits/learn/sgd/sparse/sgd.py,dad8deb08e17aa7577792d0e8781ac030d620c86,TODO: parallel training using joblib.,https://github.com/scikit-learn/scikit-learn/commit/dad8deb08e17aa7577792d0e8781ac030d620c86,Yes
1783,scikit-learn/scikit-learn,scikits/learn/feature_extraction/text.py,5bdc3ab5e67b51769a0edb2dfc22ce47454cd699,TODO: parallelize the following loop with joblib?,https://github.com/scikit-learn/scikit-learn/commit/5bdc3ab5e67b51769a0edb2dfc22ce47454cd699,Yes
1784,scikit-learn/scikit-learn,sklearn/neighbors/base.py,bc02942bc322b04221679fa9ddb0dd64f3004a80,FIXME: include float parameter p for using different distance metrics.,https://github.com/scikit-learn/scikit-learn/commit/bc02942bc322b04221679fa9ddb0dd64f3004a80,Yes
1785,scikit-learn/scikit-learn,sklearn/neighbors/base.py,dacfd8bd5d943cb899ed8cd423aaf11b4f27c186,FIXME: include float parameter p for using different distance metrics.,https://github.com/scikit-learn/scikit-learn/commit/dacfd8bd5d943cb899ed8cd423aaf11b4f27c186,Yes
1786,scikit-learn/scikit-learn,sklearn/neighbors/base.py,7f9b7834686c7498c6977c7363b87c9cc4ea64a1,FIXME: include float parameter p for using different distance metrics.,https://github.com/scikit-learn/scikit-learn/commit/7f9b7834686c7498c6977c7363b87c9cc4ea64a1,Yes
1787,scikit-learn/scikit-learn,sklearn/neighbors/base.py,8861833ec9ee67656670af66605991c44207ff81,FIXME: include float parameter p for using different distance metrics.,https://github.com/scikit-learn/scikit-learn/commit/8861833ec9ee67656670af66605991c44207ff81,Yes
1788,scikit-learn/scikit-learn,sklearn/neighbors/base.py,eaac7aa19f8e3188b8eccc0be593ac2ae1c87a9f,FIXME: include float parameter p for using different distance metrics.,https://github.com/scikit-learn/scikit-learn/commit/eaac7aa19f8e3188b8eccc0be593ac2ae1c87a9f,Yes
1789,scikit-learn/scikit-learn,sklearn/cross_validation.py,34c85ed995907f018279decb36be41fe2d29fba6,todo shuffle parameter of StratifiedKFold not exposed,https://github.com/scikit-learn/scikit-learn/commit/34c85ed995907f018279decb36be41fe2d29fba6,Yes
1790,scikit-learn/scikit-learn,sklearn/decomposition/online_lda.py,62ad838be046b9624068ba0882f100e536fcd303,TODO: make Parallel._effective_n_jobs public instead?,https://github.com/scikit-learn/scikit-learn/commit/62ad838be046b9624068ba0882f100e536fcd303,Yes
1791,scikit-learn/scikit-learn,sklearn/model_selection/tests/test_validation.py,8e2c2aa35d234ba5d14f6c2492e2e5ca57de8af6,FIXME issue in error_score parameter,https://github.com/scikit-learn/scikit-learn/commit/8e2c2aa35d234ba5d14f6c2492e2e5ca57de8af6,Yes
1792,scikit-learn/scikit-learn,sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py,9f68c992aede232d539339ef10fa1aadda532d2a,TODO: This could be done in parallel,https://github.com/scikit-learn/scikit-learn/commit/9f68c992aede232d539339ef10fa1aadda532d2a,Yes
1793,scikit-learn/scikit-learn,sklearn/ensemble/_hist_gradient_boosting/loss.py,9f68c992aede232d539339ef10fa1aadda532d2a,TODO: This could be done in parallel,https://github.com/scikit-learn/scikit-learn/commit/9f68c992aede232d539339ef10fa1aadda532d2a,Yes
1794,scikit-learn/scikit-learn,sklearn/feature_extraction/tests/test_text.py,deec2baf00a0b34db48d08bdecb3f211b0872ab7,FIXME Remove copy parameter support in 0.24,https://github.com/scikit-learn/scikit-learn/commit/deec2baf00a0b34db48d08bdecb3f211b0872ab7,Yes
1795,scikit-learn/scikit-learn,sklearn/feature_extraction/text.py,deec2baf00a0b34db48d08bdecb3f211b0872ab7,FIXME Remove copy parameter support in 0.24,https://github.com/scikit-learn/scikit-learn/commit/deec2baf00a0b34db48d08bdecb3f211b0872ab7,Yes
1796,scikit-learn/scikit-learn,sklearn/tests/test_common.py,d9a12aa0a98140490676dac27094f9f6569b8c1a,TODO: meta-estimators like GridSearchCV has required parameters,https://github.com/scikit-learn/scikit-learn/commit/d9a12aa0a98140490676dac27094f9f6569b8c1a,Yes
1797,scikit-learn/scikit-learn,sklearn/ensemble/_hist_gradient_boosting/loss.py,5cf88db24491112d2b8672f75df22f65a140d167,TODO: ideally this should be computed in parallel over the leaves,https://github.com/scikit-learn/scikit-learn/commit/5cf88db24491112d2b8672f75df22f65a140d167,Yes
